Name,Surname,Country,Year,Category,Motivation,Institution,Other,
Arturas,Zuokas,Lithuania,2011,Peace,for demonstrating that the problem of illegally parked luxury cars can be solved by running them over with an armored tank.,the mayor of Vilnius,,
John,Senders,US,2011,Public Safety,"for conducting a series of safety experiments in which a person drives an automobile on a major highway while a visor repeatedly flaps down over his face, blinding him.",University of Toronto,,
Anita,Eerland,Netherlands,2012,Psychology,for their study “Leaning to the Left Makes the Eiffel Tower Seem Smaller”,,,
Rolf,Zwaan,Netherlands,2012,Psychology,for their study “Leaning to the Left Makes the Eiffel Tower Seem Smaller”,,,
Tulio,Guadalupe,Peru/Russia/Netherlands,2012,Psychology,for their study “Leaning to the Left Makes the Eiffel Tower Seem Smaller”,,,
SKN Company,,Russia,2012,Peace,for converting old Russian ammunition into new diamonds.,,,
Kazutaka,Kurihara,Japan,2012,Acoustics,"for creating the SpeechJammer — a machine that disrupts a person’s speech, by making them hear their own spoken words at a very slight delay.",,,
Koji,Tsukada,Japan,2012,Acoustics,"for creating the SpeechJammer — a machine that disrupts a person’s speech, by making them hear their own spoken words at a very slight delay.",,,
Craig,Bennett,US,2012,Neuroscience,"for demonstrating that brain researchers, by using complicated instruments and simple statistics, can see meaningful brain activity anywhere — even in a dead salmon.",,,
Abigail,Baird,US,2012,Neuroscience,"for demonstrating that brain researchers, by using complicated instruments and simple statistics, can see meaningful brain activity anywhere — even in a dead salmon.",,,
Michael,Miller,US,2012,Neuroscience,"for demonstrating that brain researchers, by using complicated instruments and simple statistics, can see meaningful brain activity anywhere — even in a dead salmon.",,,
George,Wolford,US,2012,Neuroscience,"for demonstrating that brain researchers, by using complicated instruments and simple statistics, can see meaningful brain activity anywhere — even in a dead salmon.",,,
Johan,Pettersson,Sweden/Rwanda,2012,Chemistry,"for solving the puzzle of why, in certain houses in the town of Anderslöv, Sweden, people’s hair turned green.",,,
US Government General Accountability Office,,US,2012,Literature,for issuing a report about reports about reports that recommends the preparation of a report about the report about reports about reports.,,,
Joseph,Keller,US,2012,Physics,for calculating the balance of forces that shape and move the hair in a human ponytail.,,,
Raymond,Goldstein,US/UK,2012,Physics,for calculating the balance of forces that shape and move the hair in a human ponytail.,,,
Patrick,Warren,UK,2012,Physics,for calculating the balance of forces that shape and move the hair in a human ponytail.,,,
Robin,Ball,UK,2012,Physics,for calculating the balance of forces that shape and move the hair in a human ponytail.,,,
Rouslan,Krechetnikov,US/Russia/Canada,2012,Fluid Dynamics,"for studying the dynamics of liquid-sloshing, to learn what happens when a person walks while carrying a cup of coffee.",,,
Hans,Mayer,US,2012,Fluid Dynamics,"for studying the dynamics of liquid-sloshing, to learn what happens when a person walks while carrying a cup of coffee.",,,
Frans,de Waal,Netherlands/US,2012,Anatomy,for discovering that chimpanzees can identify other chimpanzees individually from seeing photographs of their rear ends.,,,
Jennifer,Pokorny,US,2012,Anatomy,for discovering that chimpanzees can identify other chimpanzees individually from seeing photographs of their rear ends.,,,
Emmanuel,Ben-Soussan,France,2012,Medicine,for advising doctors who perform colonoscopies how to minimize the chance that their patients will explode.,,,
Michel,Antonietti,France,2012,Medicine,for advising doctors who perform colonoscopies how to minimize the chance that their patients will explode.,,,
Masateru,Uchiyama,Japan,2013,Medicine,"for assessing the effect of listening to opera, on heart transplant patients who are mice.",,,
Xiangyuan,Jin,China/Japan,2013,Medicine,"for assessing the effect of listening to opera, on heart transplant patients who are mice.",,,
Qi,Zhang,Japan,2013,Medicine,"for assessing the effect of listening to opera, on heart transplant patients who are mice.",,,
Toshihito,Hirai,Japan,2013,Medicine,"for assessing the effect of listening to opera, on heart transplant patients who are mice.",,,
Atsushi,Amano,Japan,2013,Medicine,"for assessing the effect of listening to opera, on heart transplant patients who are mice.",,,
Hisashi,Bashuda,Japan,2013,Medicine,"for assessing the effect of listening to opera, on heart transplant patients who are mice.",,,
Masanori,Niimi,Japan/UK,2013,Medicine,"for assessing the effect of listening to opera, on heart transplant patients who are mice.",,,
Laurent,Bègue,France,2013,Psychology,"for confirming, by experiment, that people who think they are drunk also think they are attractive.",,,
Brad,Bushman,US/UK/Netherlands/Poland,2013,Psychology,"for confirming, by experiment, that people who think they are drunk also think they are attractive.",,,
Oulmann,Zerhouni,France,2013,Psychology,"for confirming, by experiment, that people who think they are drunk also think they are attractive.",,,
Baptiste,Subra,France,2013,Psychology,"for confirming, by experiment, that people who think they are drunk also think they are attractive.",,,
Medhi,Ourabah,France,2013,Psychology,"for confirming, by experiment, that people who think they are drunk also think they are attractive.",,,
Marie,Dacke,Sweden/Australia,2013,Biology/Astronomy,"for discovering that when dung beetles get lost, they can navigate their way home by looking at the Milky Way.",,,
Emily,Baird,Sweden/Australia/Germany,2013,Biology/Astronomy,"for discovering that when dung beetles get lost, they can navigate their way home by looking at the Milky Way.",,,
Marcus,Byrne,South Africa/UK,2013,Biology/Astronomy,"for discovering that when dung beetles get lost, they can navigate their way home by looking at the Milky Way.",,,
Clarke,Scholtz,South Africa,2013,Biology/Astronomy,"for discovering that when dung beetles get lost, they can navigate their way home by looking at the Milky Way.",,,
Eric,J. Warrant,Sweden/Australia/Germany,2013,Biology/Astronomy,"for discovering that when dung beetles get lost, they can navigate their way home by looking at the Milky Way.",,,
Gustano,Pizzo,US,2013,Safety Engineering,"for inventing an electro-mechanical system to trap airplane hijackers — the system drops a hijacker through trap doors, seals him into a package, then drops the encapsulated hijacker through the airplane’s specially-installed bomb bay doors, whence he parachutes to earth, where police, having been alerted by radio, await his arrival. US Patent #3811643, Gustano A. Pizzo, “anti hijacking system for aircraft“, May 21, 1972.",,,
Alberto,Minetti,Italy/UK/Denmark/Switzerland,2013,Physics,for discovering that some people would be physically capable of running across the surface of a pond — if those people and that pond were on the moon.,,,
Yuri,Ivanenko,Italy/Russia/France,2013,Physics,for discovering that some people would be physically capable of running across the surface of a pond — if those people and that pond were on the moon.,,,
Germana,Cappellini,Italy,2013,Physics,for discovering that some people would be physically capable of running across the surface of a pond — if those people and that pond were on the moon.,,,
Nadia,Dominici,Italy/Switzerland/Netherlands,2013,Physics,for discovering that some people would be physically capable of running across the surface of a pond — if those people and that pond were on the moon.,,,
Francesco,Lacquaniti,Italy,2013,Physics,for discovering that some people would be physically capable of running across the surface of a pond — if those people and that pond were on the moon.,,,
Shinsuke,Imai,Japan,2013,Chemistry,for discovering that the biochemical process by which onions make people cry is even more complicated than scientists previously realized.,,,
Nobuaki,Tsuge,Japan,2013,Chemistry,for discovering that the biochemical process by which onions make people cry is even more complicated than scientists previously realized.,,,
Muneaki,Tomotake,Japan,2013,Chemistry,for discovering that the biochemical process by which onions make people cry is even more complicated than scientists previously realized.,,,
Yoshiaki,Nagatome,Japan,2013,Chemistry,for discovering that the biochemical process by which onions make people cry is even more complicated than scientists previously realized.,,,
H.,Sawada,Japan,2013,Chemistry,for discovering that the biochemical process by which onions make people cry is even more complicated than scientists previously realized.,,,
Toshiyuki,Nagata,Japan/Germany,2013,Chemistry,for discovering that the biochemical process by which onions make people cry is even more complicated than scientists previously realized.,,,
Hidehiko,Kumagai,Japan,2013,Chemistry,for discovering that the biochemical process by which onions make people cry is even more complicated than scientists previously realized.,,,
Brian,Crandall,US,2013,Archaeology ,"for parboiling a dead shrew, and then swallowing the shrew without chewing, and then carefully examining everything excreted during subsequent days — all so they could see which bones would dissolve inside the human digestive system, and which bones would not.",,,
Peter,Stahl,Canada/US,2013,Archaeology ,"for parboiling a dead shrew, and then swallowing the shrew without chewing, and then carefully examining everything excreted during subsequent days — all so they could see which bones would dissolve inside the human digestive system, and which bones would not.",,,
